HomeTeam_AwayTeam_Match_ID,Date,HomeTeamWinOdd,HomeTeamDrawOdd,HomeTeamLoseOdd,BtsYes,BtsNo,Over_05,Under_05,Over_15,Under_15,Over_25,Under_25,Over_35,Under_35,Over_45,Under_45,Over_55,Under_55,Over_65,Under_65,HandiCap_min3_W,HandiCap_min2_W,HandiCap_min1_W,HandiCap_plus1_W,HandiCap_plus2_W,HandiCap_plus3_W,HandiCap_min3_D,HandiCap_min2_D,HandiCap_min1_D,HandiCap_plus1_D,HandiCap_plus2_D,HandiCap_plus3_D,HandiCap_min3_L,HandiCap_min2_L,HandiCap_min1_L,HandiCap_plus1_L,HandiCap_plus2_L,HandiCap_plus3_Ls,p,a,i,n,-,b,r,a,z,i,l,-,v,c,A,M,V,e,7,C,26 Mar 2024,2.45,3.40,2.83,1.78,2.01,1.06,1.33,2.03,3.55,6.89,14.20,34.00,9.36,3.34,1.81,1.30,1.10,1.03,1.01,-,11.90,4.94,1.41,1.12,-,-,6.93,3.94,4.26,8.50,-,-,1.17,1.54,6.22,17.00,-
cyprus-czech-republic-2a7vG2rG,07 Oct 2020,10.11,5.06,1.31,2.16,1.64,1.04,1.22,1.72,2.80,4.99,9.40,22.00,11.22,4.04,2.08,1.41,1.15,1.05,1.01,,-,26.50,3.32,1.80,1.22,,-,9.40,3.47,3.95,6.00,,-,1.04,1.88,3.20,7.00
denmark-faroe-islands-4tDOEqkg,07 Oct 2020,1.11,8.99,24.97,2.62,1.45,1.02,1.13,1.44,2.12,3.51,6.15,12.65,18.25,5.46,2.70,1.70,1.28,1.10,1.04,3.26,2.02,1.37,1.01,,,4.55,3.95,4.50,8.80,,,1.72,2.71,6.00,35.00,,
armenia-albania-b9TyJ8Rs,07 Oct 2020,3.77,3.20,2.14,1.93,1.89,-,1.38,2.19,3.97,10.00,21.00,,-,2.94,1.69,1.25,1.06,1.01,,,,-,-,-,,,,-,-,-,,,,-,-,-,
sweden-kosovo-O2g0lTTR,12 Jan 2020,1.43,4.31,7.05,1.91,1.80,1.03,1.24,1.78,2.97,5.33,10.08,23.00,10.38,3.78,2.02,1.37,1.13,1.04,1.01,-,4.05,2.20,-,,,-,4.13,3.53,-,,,-,1.51,2.54,-,,
sweden-moldova-Uufdk9EL,09 Jan 2020,1.18,6.36,16.21,2.53,1.48,1.03,1.20,1.67,2.67,4.85,9.35,21.00,13.75,4.31,2.19,1.45,1.16,1.05,1.02,-,2.50,-,-,,,-,3.75,-,-,,,-,2.20,-,-,,
croatia-georgia-trQB66as,19 Nov 2019,1.41,4.43,8.12,1.92,1.81,1.04,1.24,1.74,2.85,5.27,9.53,21.00,10.50,3.89,2.07,1.41,1.14,1.05,1.01,-,3.77,2.17,-,,,-,4.07,3.39,-,,,-,1.57,2.66,-,,
hungary-uruguay-zF8SBJKq,15 Nov 2019,5.36,3.52,1.72,2.14,1.66,1.08,1.43,2.30,4.22,8.71,15.74,,7.38,2.79,1.61,1.21,1.06,1.01,,,-,13.25,2.13,1.33,-,,-,5.47,3.34,4.43,-,,-,1.12,2.83,5.82,-
ukraine-estonia-KfYfrtGr,14 Nov 2019,1.23,5.86,12.27,2.20,1.63,1.04,1.20,1.64,2.68,4.74,9.01,16.62,11.72,4.27,2.22,1.47,1.17,1.06,1.01,-,2.87,-,-,,,-,4.00,-,-,,,-,1.95,-,-,,
denmark-luxembourg-p2sTnM7R,15 Oct 2019,1.22,5.70,13.52,2.39,1.56,1.03,1.22,1.71,2.71,4.87,9.97,20.00,10.28,3.99,2.12,1.43,1.16,1.05,1.02,-,2.74,1.66,-,,,-,3.86,3.64,-,,,-,1.98,3.66,-,,
czech-republic-northern-ireland-lho5aEps,14 Oct 2019,1.76,3.49,5.02,1.95,1.78,1.06,1.35,2.10,3.77,7.52,14.44,,8.63,3.20,1.72,1.26,1.08,1.02,,-,5.92,2.99,1.15,-,,-,4.59,3.46,5.32,-,,-,1.31,1.98,11.10,-,
slovakia-paraguay-GlO7o5NE,13 Oct 2019,2.84,3.03,2.67,2.07,1.71,1.10,1.51,2.51,4.65,9.86,20.50,,6.56,2.53,1.50,1.17,1.04,1.02,,,14.77,5.44,1.46,1.09,,,6.48,3.87,3.80,6.21,,,1.08,1.45,5.52,13.32,
serbia-paraguay-KpHAH7A7,10 Oct 2019,1.75,3.66,4.72,1.91,1.81,1.06,1.31,2.04,3.63,7.17,13.65,,9.41,3.35,1.77,1.28,1.09,1.02,,16.00,6.29,2.99,1.15,1.02,,9.50,4.86,3.47,5.77,7.82,,1.07,1.29,1.98,11.25,22.18,
germany-argentina-MFMhqoit,09 Oct 2019,1.79,3.88,4.35,1.63,2.24,1.03,1.20,1.67,2.65,4.88,9.46,20.67,14.09,4.49,2.21,1.47,1.17,1.06,1.01,14.00,5.79,2.90,1.19,1.05,,9.50,5.03,3.75,5.70,10.12,,1.10,1.33,1.97,8.96,21.20,
ukraine-nigeria-2io88J3T,10 Sep 2019,1.73,3.57,5.08,2.17,1.64,1.08,1.42,2.30,4.41,9.16,16.38,,7.54,2.79,1.60,1.21,1.06,1.01,,-,6.25,3.02,1.14,-,,-,4.54,3.34,5.29,-,,-,1.30,2.04,12.26,-,
wales-belarus-nJRJypjr,09 Sep 2019,1.75,3.59,4.90,2.01,1.73,1.07,1.37,2.15,3.85,7.69,15.14,,8.42,3.03,1.69,1.25,1.08,1.02,,-,5.93,2.94,-,-,,-,4.57,3.49,-,-,,-,1.31,1.99,-,-,
montenegro-hungary-fLrl7Iis,05 Sep 2019,2.89,3.11,2.55,1.89,1.84,1.07,1.39,2.24,4.06,8.30,16.64,,7.43,2.85,1.63,1.21,1.06,1.01,,-,15.22,6.08,1.46,1.11,1.01,-,7.72,4.28,3.96,6.78,18.00,-,1.09,1.35,5.15,12.84,41.00
south-korea-georgia-tAxl2ezf,05 Sep 2019,1.88,3.40,4.31,2.09,1.68,1.08,1.41,2.31,4.39,9.32,16.34,-,7.67,2.81,1.60,1.20,1.06,1.01,-,21.00,7.48,3.37,1.15,1.01,,11.00,5.10,3.51,5.56,15.00,,1.05,1.23,1.84,11.46,41.00,
croatia-tunisia-4MYqBniQ,11 Jun 2019,1.78,3.48,4.85,1.89,1.84,1.07,1.34,2.09,3.56,6.91,14.81,,7.74,3.13,1.72,1.27,1.08,1.02,,-,-,3.06,-,-,,-,-,3.58,-,-,,-,-,2.03,-,-,
slovakia-jordan-ChqTOlhP,07 Jun 2019,1.58,3.71,6.34,2.09,1.69,1.07,1.34,2.09,3.70,7.25,14.83,-,8.00,3.13,1.71,1.25,1.08,1.02,-,12.50,5.40,2.60,1.08,,,8.00,4.53,3.39,8.00,,,1.10,1.40,2.35,19.00,,
france-bolivia-rsJZmeiJ,02 Jun 2019,1.07,10.77,31.51,2.93,1.39,1.01,1.10,1.36,1.93,3.08,5.18,11.33,17.67,6.29,3.06,1.85,1.35,1.14,1.05,2.63,1.68,1.24,,,,4.31,4.24,5.50,,,,2.04,3.67,8.59,,,
turkey-uzbekistan-QX46jAFf,02 Jun 2019,1.41,4.37,8.35,2.23,1.62,1.05,1.28,1.91,3.28,6.04,12.90,26.00,9.25,3.44,1.87,1.31,1.11,1.02,1.01,8.00,3.95,2.12,1.05,,,6.25,4.07,3.39,10.50,,,1.19,1.62,2.94,26.00,,
turkey-greece-r9F1ij0l,30 May 2019,1.87,3.26,4.69,2.32,1.57,1.10,1.51,2.59,4.86,10.52,21.33,,6.38,2.52,1.48,1.16,1.04,1.01,,20.00,8.09,3.48,1.15,1.01,,10.50,5.18,3.37,5.88,17.00,,1.05,1.25,1.93,13.59,46.00,
czech-republic-brazil-ENdGLQVb,26 Mar 2019,9.03,4.71,1.35,2.00,1.75,1.04,1.23,1.74,2.78,5.20,9.88,19.50,10.61,4.01,2.06,1.41,1.15,1.05,1.02,,,-,3.11,1.71,-,,,-,3.51,4.07,-,,,-,2.05,3.56,-
